familia_o_par,archivo_1,archivo_2,pilar,similitud_jaccard,estado_umbral,observacion
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-015,JEV-P17-003,JEV-P17-015,P17,0.3051,APROBADO (<0.50),Shingles compartidos: 274 de 898 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-016,JEV-P17-003,JEV-P17-016,P17,0.3004,APROBADO (<0.50),Shingles compartidos: 271 de 902 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-017,JEV-P17-003,JEV-P17-017,P17,0.3027,APROBADO (<0.50),Shingles compartidos: 273 de 902 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-018,JEV-P17-003,JEV-P17-018,P17,0.2998,APROBADO (<0.50),Shingles compartidos: 271 de 904 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-019,JEV-P17-003,JEV-P17-019,P17,0.2995,APROBADO (<0.50),Shingles compartidos: 274 de 915 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-003 vs JEV-P17-020,JEV-P17-003,JEV-P17-020,P17,0.2973,APROBADO (<0.50),Shingles compartidos: 272 de 915 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-005,JEV-P17-004,JEV-P17-005,P17,0.2967,APROBADO (<0.50),Shingles compartidos: 270 de 910 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-006,JEV-P17-004,JEV-P17-006,P17,0.3027,APROBADO (<0.50),Shingles compartidos: 270 de 892 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-007,JEV-P17-004,JEV-P17-007,P17,0.2965,APROBADO (<0.50),Shingles compartidos: 274 de 924 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-008,JEV-P17-004,JEV-P17-008,P17,0.2943,APROBADO (<0.50),Shingles compartidos: 269 de 914 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-009,JEV-P17-004,JEV-P17-009,P17,0.2927,APROBADO (<0.50),Shingles compartidos: 274 de 936 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-010,JEV-P17-004,JEV-P17-010,P17,0.2980,APROBADO (<0.50),Shingles compartidos: 270 de 906 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-011,JEV-P17-004,JEV-P17-011,P17,0.2872,APROBADO (<0.50),Shingles compartidos: 270 de 940 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-012,JEV-P17-004,JEV-P17-012,P17,0.2847,APROBADO (<0.50),Shingles compartidos: 269 de 945 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-013,JEV-P17-004,JEV-P17-013,P17,0.2919,APROBADO (<0.50),Shingles compartidos: 270 de 925 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-014,JEV-P17-004,JEV-P17-014,P17,0.2914,APROBADO (<0.50),Shingles compartidos: 273 de 937 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-015,JEV-P17-004,JEV-P17-015,P17,0.2939,APROBADO (<0.50),Shingles compartidos: 271 de 922 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-016,JEV-P17-004,JEV-P17-016,P17,0.2978,APROBADO (<0.50),Shingles compartidos: 274 de 920 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-017,JEV-P17-004,JEV-P17-017,P17,0.2916,APROBADO (<0.50),Shingles compartidos: 270 de 926 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-018,JEV-P17-004,JEV-P17-018,P17,0.2986,APROBADO (<0.50),Shingles compartidos: 275 de 921 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-019,JEV-P17-004,JEV-P17-019,P17,0.2872,APROBADO (<0.50),Shingles compartidos: 270 de 940 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-004 vs JEV-P17-020,JEV-P17-004,JEV-P17-020,P17,0.2947,APROBADO (<0.50),Shingles compartidos: 275 de 933 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-006,JEV-P17-005,JEV-P17-006,P17,0.3091,APROBADO (<0.50),Shingles compartidos: 272 de 880 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-007,JEV-P17-005,JEV-P17-007,P17,0.2941,APROBADO (<0.50),Shingles compartidos: 270 de 918 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-008,JEV-P17-005,JEV-P17-008,P17,0.3019,APROBADO (<0.50),Shingles compartidos: 272 de 901 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-009,JEV-P17-005,JEV-P17-009,P17,0.2931,APROBADO (<0.50),Shingles compartidos: 272 de 928 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-010,JEV-P17-005,JEV-P17-010,P17,0.3043,APROBADO (<0.50),Shingles compartidos: 272 de 894 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-011,JEV-P17-005,JEV-P17-011,P17,0.2959,APROBADO (<0.50),Shingles compartidos: 274 de 926 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-012,JEV-P17-005,JEV-P17-012,P17,0.2918,APROBADO (<0.50),Shingles compartidos: 272 de 932 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-013,JEV-P17-005,JEV-P17-013,P17,0.2993,APROBADO (<0.50),Shingles compartidos: 273 de 912 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-014,JEV-P17-005,JEV-P17-014,P17,0.2903,APROBADO (<0.50),Shingles compartidos: 270 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-015,JEV-P17-005,JEV-P17-015,P17,0.2986,APROBADO (<0.50),Shingles compartidos: 272 de 911 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-016,JEV-P17-005,JEV-P17-016,P17,0.2954,APROBADO (<0.50),Shingles compartidos: 270 de 914 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-017,JEV-P17-005,JEV-P17-017,P17,0.3019,APROBADO (<0.50),Shingles compartidos: 275 de 911 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-018,JEV-P17-005,JEV-P17-018,P17,0.2948,APROBADO (<0.50),Shingles compartidos: 270 de 916 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-019,JEV-P17-005,JEV-P17-019,P17,0.2931,APROBADO (<0.50),Shingles compartidos: 272 de 928 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-005 vs JEV-P17-020,JEV-P17-005,JEV-P17-020,P17,0.2909,APROBADO (<0.50),Shingles compartidos: 270 de 928 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-007,JEV-P17-006,JEV-P17-007,P17,0.3014,APROBADO (<0.50),Shingles compartidos: 271 de 899 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-008,JEV-P17-006,JEV-P17-008,P17,0.3110,APROBADO (<0.50),Shingles compartidos: 274 de 881 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-009,JEV-P17-006,JEV-P17-009,P17,0.2946,APROBADO (<0.50),Shingles compartidos: 269 de 913 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-010,JEV-P17-006,JEV-P17-010,P17,0.3150,APROBADO (<0.50),Shingles compartidos: 275 de 873 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-011,JEV-P17-006,JEV-P17-011,P17,0.2989,APROBADO (<0.50),Shingles compartidos: 272 de 910 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-012,JEV-P17-006,JEV-P17-012,P17,0.2990,APROBADO (<0.50),Shingles compartidos: 273 de 913 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-013,JEV-P17-006,JEV-P17-013,P17,0.3039,APROBADO (<0.50),Shingles compartidos: 272 de 895 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-014,JEV-P17-006,JEV-P17-014,P17,0.2961,APROBADO (<0.50),Shingles compartidos: 270 de 912 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-015,JEV-P17-006,JEV-P17-015,P17,0.3075,APROBADO (<0.50),Shingles compartidos: 274 de 891 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-016,JEV-P17-006,JEV-P17-016,P17,0.3028,APROBADO (<0.50),Shingles compartidos: 271 de 895 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-017,JEV-P17-006,JEV-P17-017,P17,0.3065,APROBADO (<0.50),Shingles compartidos: 274 de 894 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-018,JEV-P17-006,JEV-P17-018,P17,0.3021,APROBADO (<0.50),Shingles compartidos: 271 de 897 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-019,JEV-P17-006,JEV-P17-019,P17,0.3018,APROBADO (<0.50),Shingles compartidos: 274 de 908 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-006 vs JEV-P17-020,JEV-P17-006,JEV-P17-020,P17,0.2967,APROBADO (<0.50),Shingles compartidos: 270 de 910 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-008,JEV-P17-007,JEV-P17-008,P17,0.2932,APROBADO (<0.50),Shingles compartidos: 270 de 921 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-009,JEV-P17-007,JEV-P17-009,P17,0.2889,APROBADO (<0.50),Shingles compartidos: 273 de 945 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-010,JEV-P17-007,JEV-P17-010,P17,0.2968,APROBADO (<0.50),Shingles compartidos: 271 de 913 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-011,JEV-P17-007,JEV-P17-011,P17,0.2848,APROBADO (<0.50),Shingles compartidos: 270 de 948 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-012,JEV-P17-007,JEV-P17-012,P17,0.2823,APROBADO (<0.50),Shingles compartidos: 269 de 953 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-013,JEV-P17-007,JEV-P17-013,P17,0.2908,APROBADO (<0.50),Shingles compartidos: 271 de 932 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-014,JEV-P17-007,JEV-P17-014,P17,0.2944,APROBADO (<0.50),Shingles compartidos: 277 de 941 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-015,JEV-P17-007,JEV-P17-015,P17,0.2942,APROBADO (<0.50),Shingles compartidos: 273 de 928 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-016,JEV-P17-007,JEV-P17-016,P17,0.2967,APROBADO (<0.50),Shingles compartidos: 275 de 927 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-017,JEV-P17-007,JEV-P17-017,P17,0.2891,APROBADO (<0.50),Shingles compartidos: 270 de 934 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-018,JEV-P17-007,JEV-P17-018,P17,0.2960,APROBADO (<0.50),Shingles compartidos: 275 de 929 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-019,JEV-P17-007,JEV-P17-019,P17,0.2862,APROBADO (<0.50),Shingles compartidos: 271 de 947 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-007 vs JEV-P17-020,JEV-P17-007,JEV-P17-020,P17,0.2936,APROBADO (<0.50),Shingles compartidos: 276 de 940 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-009,JEV-P17-008,JEV-P17-009,P17,0.2880,APROBADO (<0.50),Shingles compartidos: 269 de 934 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-010,JEV-P17-008,JEV-P17-010,P17,0.3076,APROBADO (<0.50),Shingles compartidos: 275 de 894 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-011,JEV-P17-008,JEV-P17-011,P17,0.2935,APROBADO (<0.50),Shingles compartidos: 273 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-012,JEV-P17-008,JEV-P17-012,P17,0.2937,APROBADO (<0.50),Shingles compartidos: 274 de 933 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-013,JEV-P17-008,JEV-P17-013,P17,0.2969,APROBADO (<0.50),Shingles compartidos: 272 de 916 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-014,JEV-P17-008,JEV-P17-014,P17,0.2894,APROBADO (<0.50),Shingles compartidos: 270 de 933 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-015,JEV-P17-008,JEV-P17-015,P17,0.3004,APROBADO (<0.50),Shingles compartidos: 274 de 912 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-016,JEV-P17-008,JEV-P17-016,P17,0.2944,APROBADO (<0.50),Shingles compartidos: 270 de 917 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-017,JEV-P17-008,JEV-P17-017,P17,0.2980,APROBADO (<0.50),Shingles compartidos: 273 de 916 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-018,JEV-P17-008,JEV-P17-018,P17,0.2966,APROBADO (<0.50),Shingles compartidos: 272 de 917 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-019,JEV-P17-008,JEV-P17-019,P17,0.2935,APROBADO (<0.50),Shingles compartidos: 273 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-008 vs JEV-P17-020,JEV-P17-008,JEV-P17-020,P17,0.2886,APROBADO (<0.50),Shingles compartidos: 269 de 932 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-010,JEV-P17-009,JEV-P17-010,P17,0.2902,APROBADO (<0.50),Shingles compartidos: 269 de 927 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-011,JEV-P17-009,JEV-P17-011,P17,0.2812,APROBADO (<0.50),Shingles compartidos: 270 de 960 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-012,JEV-P17-009,JEV-P17-012,P17,0.2788,APROBADO (<0.50),Shingles compartidos: 269 de 965 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-013,JEV-P17-009,JEV-P17-013,P17,0.2871,APROBADO (<0.50),Shingles compartidos: 271 de 944 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-014,JEV-P17-009,JEV-P17-014,P17,0.2853,APROBADO (<0.50),Shingles compartidos: 273 de 957 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-015,JEV-P17-009,JEV-P17-015,P17,0.2850,APROBADO (<0.50),Shingles compartidos: 269 de 944 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-016,JEV-P17-009,JEV-P17-016,P17,0.2929,APROBADO (<0.50),Shingles compartidos: 275 de 939 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-017,JEV-P17-009,JEV-P17-017,P17,0.2854,APROBADO (<0.50),Shingles compartidos: 270 de 946 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-018,JEV-P17-009,JEV-P17-018,P17,0.2922,APROBADO (<0.50),Shingles compartidos: 275 de 941 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-019,JEV-P17-009,JEV-P17-019,P17,0.2812,APROBADO (<0.50),Shingles compartidos: 270 de 960 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-009 vs JEV-P17-020,JEV-P17-009,JEV-P17-020,P17,0.2872,APROBADO (<0.50),Shingles compartidos: 274 de 954 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-011,JEV-P17-010,JEV-P17-011,P17,0.2944,APROBADO (<0.50),Shingles compartidos: 272 de 924 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-012,JEV-P17-010,JEV-P17-012,P17,0.2945,APROBADO (<0.50),Shingles compartidos: 273 de 927 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-013,JEV-P17-010,JEV-P17-013,P17,0.2992,APROBADO (<0.50),Shingles compartidos: 272 de 909 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-014,JEV-P17-010,JEV-P17-014,P17,0.2930,APROBADO (<0.50),Shingles compartidos: 271 de 925 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-015,JEV-P17-010,JEV-P17-015,P17,0.3028,APROBADO (<0.50),Shingles compartidos: 274 de 905 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-016,JEV-P17-010,JEV-P17-016,P17,0.2981,APROBADO (<0.50),Shingles compartidos: 271 de 909 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-017,JEV-P17-010,JEV-P17-017,P17,0.3018,APROBADO (<0.50),Shingles compartidos: 274 de 908 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-018,JEV-P17-010,JEV-P17-018,P17,0.2989,APROBADO (<0.50),Shingles compartidos: 272 de 910 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-019,JEV-P17-010,JEV-P17-019,P17,0.2986,APROBADO (<0.50),Shingles compartidos: 275 de 921 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-010 vs JEV-P17-020,JEV-P17-010,JEV-P17-020,P17,0.2922,APROBADO (<0.50),Shingles compartidos: 270 de 924 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-012,JEV-P17-011,JEV-P17-012,P17,0.2854,APROBADO (<0.50),Shingles compartidos: 274 de 960 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-013,JEV-P17-011,JEV-P17-013,P17,0.2898,APROBADO (<0.50),Shingles compartidos: 273 de 942 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-014,JEV-P17-011,JEV-P17-014,P17,0.2812,APROBADO (<0.50),Shingles compartidos: 270 de 960 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-015,JEV-P17-011,JEV-P17-015,P17,0.2891,APROBADO (<0.50),Shingles compartidos: 272 de 941 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-016,JEV-P17-011,JEV-P17-016,P17,0.2887,APROBADO (<0.50),Shingles compartidos: 272 de 942 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-017,JEV-P17-011,JEV-P17-017,P17,0.2881,APROBADO (<0.50),Shingles compartidos: 272 de 944 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-018,JEV-P17-011,JEV-P17-018,P17,0.2854,APROBADO (<0.50),Shingles compartidos: 270 de 946 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-019,JEV-P17-011,JEV-P17-019,P17,0.2839,APROBADO (<0.50),Shingles compartidos: 272 de 958 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-011 vs JEV-P17-020,JEV-P17-011,JEV-P17-020,P17,0.2818,APROBADO (<0.50),Shingles compartidos: 270 de 958 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-012 vs JEV-P17-013,JEV-P17-012,JEV-P17-013,P17,0.2872,APROBADO (<0.50),Shingles compartidos: 272 de 947 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-012 vs JEV-P17-014,JEV-P17-012,JEV-P17-014,P17,0.2788,APROBADO (<0.50),Shingles compartidos: 269 de 965 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-012 vs JEV-P17-015,JEV-P17-012,JEV-P17-015,P17,0.2878,APROBADO (<0.50),Shingles compartidos: 272 de 945 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-012 vs JEV-P17-016,JEV-P17-012,JEV-P17-016,P17,0.2835,APROBADO (<0.50),Shingles compartidos: 269 de 949 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-012 vs JEV-P17-017,JEV-P17-012,JEV-P17-017,P17,0.2883,APROBADO (<0.50),Shingles compartidos: 273 de 947 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-012 vs JEV-P17-018,JEV-P17-012,JEV-P17-018,P17,0.2829,APROBADO (<0.50),Shingles compartidos: 269 de 951 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-012 vs JEV-P17-019,JEV-P17-012,JEV-P17-019,P17,0.2841,APROBADO (<0.50),Shingles compartidos: 273 de 961 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-012 vs JEV-P17-020,JEV-P17-012,JEV-P17-020,P17,0.2793,APROBADO (<0.50),Shingles compartidos: 269 de 963 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-013 vs JEV-P17-014,JEV-P17-013,JEV-P17-014,P17,0.2857,APROBADO (<0.50),Shingles compartidos: 270 de 945 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-013 vs JEV-P17-015,JEV-P17-013,JEV-P17-015,P17,0.2937,APROBADO (<0.50),Shingles compartidos: 272 de 926 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-013 vs JEV-P17-016,JEV-P17-013,JEV-P17-016,P17,0.2934,APROBADO (<0.50),Shingles compartidos: 272 de 927 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-013 vs JEV-P17-017,JEV-P17-013,JEV-P17-017,P17,0.2942,APROBADO (<0.50),Shingles compartidos: 273 de 928 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-013 vs JEV-P17-018,JEV-P17-013,JEV-P17-018,P17,0.2914,APROBADO (<0.50),Shingles compartidos: 271 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-013 vs JEV-P17-019,JEV-P17-013,JEV-P17-019,P17,0.2898,APROBADO (<0.50),Shingles compartidos: 273 de 942 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-013 vs JEV-P17-020,JEV-P17-013,JEV-P17-020,P17,0.2877,APROBADO (<0.50),Shingles compartidos: 271 de 942 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-014 vs JEV-P17-015,JEV-P17-014,JEV-P17-015,P17,0.2863,APROBADO (<0.50),Shingles compartidos: 270 de 943 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-014 vs JEV-P17-016,JEV-P17-014,JEV-P17-016,P17,0.2915,APROBADO (<0.50),Shingles compartidos: 274 de 940 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-014 vs JEV-P17-017,JEV-P17-014,JEV-P17-017,P17,0.2841,APROBADO (<0.50),Shingles compartidos: 269 de 947 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-014 vs JEV-P17-018,JEV-P17-014,JEV-P17-018,P17,0.2909,APROBADO (<0.50),Shingles compartidos: 274 de 942 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-014 vs JEV-P17-019,JEV-P17-014,JEV-P17-019,P17,0.2812,APROBADO (<0.50),Shingles compartidos: 270 de 960 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-014 vs JEV-P17-020,JEV-P17-014,JEV-P17-020,P17,0.2859,APROBADO (<0.50),Shingles compartidos: 273 de 955 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-015 vs JEV-P17-016,JEV-P17-015,JEV-P17-016,P17,0.2927,APROBADO (<0.50),Shingles compartidos: 271 de 926 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-015 vs JEV-P17-017,JEV-P17-015,JEV-P17-017,P17,0.2976,APROBADO (<0.50),Shingles compartidos: 275 de 924 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-015 vs JEV-P17-018,JEV-P17-015,JEV-P17-018,P17,0.2920,APROBADO (<0.50),Shingles compartidos: 271 de 928 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-015 vs JEV-P17-019,JEV-P17-015,JEV-P17-019,P17,0.2904,APROBADO (<0.50),Shingles compartidos: 273 de 940 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-015 vs JEV-P17-020,JEV-P17-015,JEV-P17-020,P17,0.2883,APROBADO (<0.50),Shingles compartidos: 271 de 940 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-016 vs JEV-P17-017,JEV-P17-016,JEV-P17-017,P17,0.2903,APROBADO (<0.50),Shingles compartidos: 270 de 930 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-016 vs JEV-P17-018,JEV-P17-016,JEV-P17-018,P17,0.2987,APROBADO (<0.50),Shingles compartidos: 276 de 924 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-016 vs JEV-P17-019,JEV-P17-016,JEV-P17-019,P17,0.2860,APROBADO (<0.50),Shingles compartidos: 270 de 944 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-016 vs JEV-P17-020,JEV-P17-016,JEV-P17-020,P17,0.2921,APROBADO (<0.50),Shingles compartidos: 274 de 938 totales en ventana 5-gram.
Par intra-pilar P17: JEV-P17-017 vs JEV-P17-018,JEV-P17-017,JEV-P17-018,P17,0.2897,APROBADO (<0.50),Shingles compartidos: 270 de 932 totales en ventana 5-gram.
